virus_unid	human_unid	label	pred_score
Q9ICL1	Q12959	1.0	0.965401
P23372	Q05BQ5	1.0	0.001185
O39474	P05455	1.0	0.999903
P06461	Q08431	1.0	0.000786
P88988	Q6UXV4	1.0	0.070692
A3EXD4	Q96RT1	1.0	0.980622
P88959	Q9HA64	1.0	0.124751
F8RE30	Q16666	1.0	0.998826
Q6TVJ1	Q86VP6	1.0	0.998308
Q8JPR0	P20591	1.0	0.307948
Q0A2H0	P78352	1.0	0.999738
R9UMC1	Q5VV52	1.0	0.000388
Q9DLK6	O94986	1.0	0.822968
Q6DP93	Q99759	1.0	0.999934
X5HMX4	O15118	1.0	0.025677
A4GDF4	P42224	1.0	0.999045
I6TAG8	O75525	1.0	0.999497
P03485	Q12800	1.0	0.946718
Q69114	P28799	1.0	0.988295
A0A7S4U3Y4	P61981	1.0	0.999682
B9UPF3	Q9Y5M8	1.0	0.542821
P10211	P0CG48	1.0	0.999732
D3JIT8	Q96DU3	1.0	0.000528
Q76RC6	P42224	1.0	0.999045
Q805P6	P04792	1.0	0.826803
P10234	Q16666	1.0	0.998826
P06930	P25685	1.0	0.998965
P30020	P51610	1.0	0.912284
Q05320	P25815	1.0	0.994788
A0A0C7TUY8	Q9Y6C9	1.0	0.529698
P14357	O75398	1.0	0.008406
P03180	Q13651	1.0	0.998328
A4D8X6	Q53GL7	1.0	0.961579
R9UQM6	P46379	1.0	0.869722
Q3KSS3	Q9NSC5	1.0	0.840474
P0DSV7	P49069	1.0	0.389927
P10185	Q16666	1.0	0.998575
P87662	P20226	1.0	0.999005
P30911	Q12959	1.0	0.999877
P17371	P04792	1.0	0.888396
Q1NZ49	P04637	1.0	0.99983
P88990	P56962	1.0	0.995222
P03493	Q15906	1.0	0.041004
Q9WNA9	O95153	1.0	0.000713
P03211	O95271	1.0	0.910883
P03454	P08195	1.0	0.992939
G8HBD9	Q16666	1.0	0.999764
P68323	P15529	1.0	0.271697
Q9QAI4	Q9H4A3	1.0	0.880267
P10201	Q8IZ63	1.0	0.036502
A4URT5	Q9HD26	1.0	0.992209
Q9DUN1	Q93009	1.0	0.998458
P03496	Q96SI9	1.0	0.999718
P88992	Q5VU43	1.0	0.943661
P04512	P56199	1.0	0.999773
P03225	Q9C0F1	1.0	0.751929
P20505	O14733	1.0	0.989409
A1Z0P7	Q9UKJ1	1.0	0.067693
P36801	O43709	1.0	0.021729
P19893	P61956	1.0	0.999824
F8RFA1	Q16666	1.0	0.998696
Q99AU3	P46109	1.0	0.999861
Q20MD4	Q92997	1.0	0.875238
P10227	Q9NRY6	1.0	0.032097
P10230	Q04917	1.0	0.999582
Q6TVW2	P62877	1.0	0.999518
P06459	P07305	1.0	0.205046
P59596	P61769	1.0	0.249892
P03495	Q07812	1.0	0.999858
Q20MH3	Q96SI9	1.0	0.999704
Q9QR69	O00165	1.0	0.940696
Q99152	Q92621	1.0	0.0658
A9QPL9	Q10589	1.0	0.008567
P24935	Q9UI95	1.0	0.91568
P06428	Q13630	1.0	0.304636
A4ZNQ3	Q92966	1.0	0.994189
P11158	P78344	1.0	0.976694
P88981	P27694	1.0	0.99603
Q3KSS4	Q99750	1.0	0.748053
Q77DJ6	P46934	1.0	0.903177
P59637	P68363	1.0	0.997796
P03437	P01903	1.0	0.99823
O57300	P78556	1.0	0.847983
P0DTC5	O95832	1.0	0.009424
Q194T2	P05455	1.0	0.999799
P03086	Q99689	1.0	0.022836
P10210	Q8N9W6	1.0	0.89912
P0DTC4	P20700	1.0	0.966805
P0C6Z6	Q13651	1.0	0.998328
P03139	O75843	1.0	0.99714
Q20MD0	O00505	1.0	0.999667
B4URA9	Q14258	1.0	0.999742
A0A5J6DW60	Q16666	1.0	0.998575
P15240	P00747	1.0	0.104858
P03452	Q01813	1.0	0.917513
P04543	O95786	1.0	0.158921
Q30NB4	Q9H1Y0	1.0	0.999455
B4URE7	Q9H0W5	1.0	0.99518
Q6SWB7	Q9Y4K3	1.0	0.966469
F5H9G3	Q93009	1.0	0.999595
P04862	O15111	1.0	0.969709
Q779E8	Q9UI95	1.0	0.91568
P21698	Q13888	1.0	0.158073
P88937	Q9ULM6	1.0	0.843977
P04291	Q16666	1.0	0.992323
A0A5J6DVX6	P63267	1.0	0.737556
Q1K9G9	Q9NZT1	1.0	0.893955
C8XNX3	Q15477	1.0	0.998674
P08353	Q9UHD2	1.0	0.990172
A0A0B6VKU0	Q9UBQ7	1.0	0.27731
Q05128	Q9Y5L4	1.0	0.880066
Q81871	Q9H6X4	1.0	0.158273
Q1HVF7	Q00987	1.0	0.971469
P06436	Q9UKJ1	1.0	0.063745
F5HIC6	Q14653	1.0	0.875195
Q98131	P21912	1.0	0.998512
K9N4V0	Q15477	1.0	0.045689
Q6VE52	Q9HD26	1.0	0.999929
Q9QJ49	P04637	1.0	0.981712
Q3ZK64	Q13751	1.0	0.999263
Q9ICL0	Q08174	1.0	0.14219
F5HAR0	Q13546	1.0	0.537689
P88986	Q86V48	1.0	0.93807
P04305	P07355	1.0	0.973649
P36313	P62136	1.0	0.999182
B2BUF1	O14646	1.0	0.988414
Q6SWW3	O14818	1.0	0.999558
Q9Q2P1	P63244	1.0	0.99858
B4UPA8	P15311	1.0	0.999779
O41925	P13500	1.0	0.724928
P0DKB0	Q9UQ52	1.0	0.001158
O55527	Q8WUM4	1.0	0.998292
Q76R62	Q93088	1.0	0.990678
P88940	P56537	1.0	0.998493
Q2PJP0	Q8NC69	1.0	0.998164
P52584	P35968	1.0	0.973837
Q6SW29	P06400	1.0	0.992058
P06929	P61803	1.0	0.286191
Q9IBY5	Q9HD26	1.0	0.978691
P0CK47	O15162	1.0	0.985953
Q9WH76	P61221	1.0	0.998875
Q9YKI3	O00410	1.0	0.999474
Q9ICL1	Q12959	1.0	0.965401
P23372	Q05BQ5	1.0	0.001185
O39474	P05455	1.0	0.999903
P06461	Q08431	1.0	0.000786
P88988	Q6UXV4	1.0	0.070692
A3EXD4	Q96RT1	1.0	0.980622
P88959	Q9HA64	1.0	0.124751
F8RE30	Q16666	1.0	0.998826
Q6TVJ1	Q86VP6	1.0	0.998308
Q8JPR0	P20591	1.0	0.307948
Q0A2H0	P78352	1.0	0.999738
R9UMC1	Q5VV52	1.0	0.000388
Q9DLK6	O94986	1.0	0.822968
Q6DP93	Q99759	1.0	0.999934
X5HMX4	O15118	1.0	0.025677
A4GDF4	P42224	1.0	0.999045
I6TAG8	O75525	1.0	0.999497
P03485	Q12800	1.0	0.946718
Q69114	P28799	1.0	0.988295
A0A7S4U3Y4	P61981	1.0	0.999682
B9UPF3	Q9Y5M8	1.0	0.542821
P10211	P0CG48	1.0	0.999732
D3JIT8	Q96DU3	1.0	0.000528
Q76RC6	P42224	1.0	0.999045
Q805P6	P04792	1.0	0.826803
P10234	Q16666	1.0	0.998826
P06930	P25685	1.0	0.998965
P30020	P51610	1.0	0.912284
Q05320	P25815	1.0	0.994788
A0A0C7TUY8	Q9Y6C9	1.0	0.529698
P14357	O75398	1.0	0.008406
P03180	Q13651	1.0	0.998328
A4D8X6	Q53GL7	1.0	0.961579
R9UQM6	P46379	1.0	0.869722
Q3KSS3	Q9NSC5	1.0	0.840474
P0DSV7	P49069	1.0	0.389927
P10185	Q16666	1.0	0.998575
P87662	P20226	1.0	0.999005
P30911	Q12959	1.0	0.999877
P17371	P04792	1.0	0.888396
Q1NZ49	P04637	1.0	0.99983
P88990	P56962	1.0	0.995222
P03493	Q15906	1.0	0.041004
Q9WNA9	O95153	1.0	0.000713
P03211	O95271	1.0	0.910883
P03454	P08195	1.0	0.992939
G8HBD9	Q16666	1.0	0.999764
P68323	P15529	1.0	0.271697
Q9QAI4	Q9H4A3	1.0	0.880267
P10201	Q8IZ63	1.0	0.036502
A4URT5	Q9HD26	1.0	0.992209
Q9DUN1	Q93009	1.0	0.998458
P03496	Q96SI9	1.0	0.999718
P88992	Q5VU43	1.0	0.943661
P04512	P56199	1.0	0.999773
P03225	Q9C0F1	1.0	0.751929
P20505	O14733	1.0	0.989409
A1Z0P7	Q9UKJ1	1.0	0.067693
P36801	O43709	1.0	0.021729
P19893	P61956	1.0	0.999824
F8RFA1	Q16666	1.0	0.998696
Q99AU3	P46109	1.0	0.999861
Q20MD4	Q92997	1.0	0.875238
P10227	Q9NRY6	1.0	0.032097
P10230	Q04917	1.0	0.999582
Q6TVW2	P62877	1.0	0.999518
P06459	P07305	1.0	0.205046
P59596	P61769	1.0	0.249892
P03495	Q07812	1.0	0.999858
Q20MH3	Q96SI9	1.0	0.999704
Q9QR69	O00165	1.0	0.940696
Q99152	Q92621	1.0	0.0658
A9QPL9	Q10589	1.0	0.008567
P24935	Q9UI95	1.0	0.91568
P06428	Q13630	1.0	0.304636
A4ZNQ3	Q92966	1.0	0.994189
P11158	P78344	1.0	0.976694
P88981	P27694	1.0	0.99603
Q3KSS4	Q99750	1.0	0.748053
Q77DJ6	P46934	1.0	0.903177
P59637	P68363	1.0	0.997796
P03437	P01903	1.0	0.99823
O57300	P78556	1.0	0.847983
P0DTC5	O95832	1.0	0.009424
Q194T2	P05455	1.0	0.999799
P03086	Q99689	1.0	0.022836
P10210	Q8N9W6	1.0	0.89912
P0DTC4	P20700	1.0	0.966805
P0C6Z6	Q13651	1.0	0.998328
P03139	O75843	1.0	0.99714
Q20MD0	O00505	1.0	0.999667
B4URA9	Q14258	1.0	0.999742
A0A5J6DW60	Q16666	1.0	0.998575
P15240	P00747	1.0	0.104858
P03452	Q01813	1.0	0.917513
P04543	O95786	1.0	0.158921
Q30NB4	Q9H1Y0	1.0	0.999455
B4URE7	Q9H0W5	1.0	0.99518
Q6SWB7	Q9Y4K3	1.0	0.966469
F5H9G3	Q93009	1.0	0.999595
P04862	O15111	1.0	0.969709
Q779E8	Q9UI95	1.0	0.91568
P21698	Q13888	1.0	0.158073
P88937	Q9ULM6	1.0	0.843977
P04291	Q16666	1.0	0.992323
A0A5J6DVX6	P63267	1.0	0.737556
Q1K9G9	Q9NZT1	1.0	0.893955
C8XNX3	Q15477	1.0	0.998674
P08353	Q9UHD2	1.0	0.990172
A0A0B6VKU0	Q9UBQ7	1.0	0.27731
Q05128	Q9Y5L4	1.0	0.880066
Q81871	Q9H6X4	1.0	0.158273
Q1HVF7	Q00987	1.0	0.971469
P06436	Q9UKJ1	1.0	0.063745
F5HIC6	Q14653	1.0	0.875195
Q98131	P21912	1.0	0.998512
K9N4V0	Q15477	1.0	0.045689
Q6VE52	Q9HD26	1.0	0.999929
Q9QJ49	P04637	1.0	0.981712
Q3ZK64	Q13751	1.0	0.999263
Q9ICL0	Q08174	1.0	0.14219
F5HAR0	Q13546	1.0	0.537689
P88986	Q86V48	1.0	0.93807
P04305	P07355	1.0	0.973649
P36313	P62136	1.0	0.999182
B2BUF1	O14646	1.0	0.988414
Q6SWW3	O14818	1.0	0.999558
Q9Q2P1	P63244	1.0	0.99858
B4UPA8	P15311	1.0	0.999779
O41925	P13500	1.0	0.724928
P0DKB0	Q9UQ52	1.0	0.001158
O55527	Q8WUM4	1.0	0.998292
Q76R62	Q93088	1.0	0.990678
P88940	P56537	1.0	0.998493
Q2PJP0	Q8NC69	1.0	0.998164
P52584	P35968	1.0	0.973837
Q6SW29	P06400	1.0	0.992058
P06929	P61803	1.0	0.286191
Q9IBY5	Q9HD26	1.0	0.978691
P0CK47	O15162	1.0	0.985953
Q9WH76	P61221	1.0	0.998875
Q9YKI3	O00410	1.0	0.999474
Q9ICL1	Q12959	1.0	0.965401
P23372	Q05BQ5	1.0	0.001185
O39474	P05455	1.0	0.999903
P06461	Q08431	1.0	0.000786
P88988	Q6UXV4	1.0	0.070692
A3EXD4	Q96RT1	1.0	0.980622
P88959	Q9HA64	1.0	0.124751
F8RE30	Q16666	1.0	0.998826
Q6TVJ1	Q86VP6	1.0	0.998308
Q8JPR0	P20591	1.0	0.307948
Q0A2H0	P78352	1.0	0.999738
R9UMC1	Q5VV52	1.0	0.000388
Q9DLK6	O94986	1.0	0.822968
Q6DP93	Q99759	1.0	0.999934
X5HMX4	O15118	1.0	0.025677
A4GDF4	P42224	1.0	0.999045
I6TAG8	O75525	1.0	0.999497
P03485	Q12800	1.0	0.946718
Q69114	P28799	1.0	0.988295
A0A7S4U3Y4	P61981	1.0	0.999682
B9UPF3	Q9Y5M8	1.0	0.542821
P10211	P0CG48	1.0	0.999732
D3JIT8	Q96DU3	1.0	0.000528
Q76RC6	P42224	1.0	0.999045
Q805P6	P04792	1.0	0.826803
P10234	Q16666	1.0	0.998826
P06930	P25685	1.0	0.998965
P30020	P51610	1.0	0.912284
Q05320	P25815	1.0	0.994788
A0A0C7TUY8	Q9Y6C9	1.0	0.529698
P14357	O75398	1.0	0.008406
P03180	Q13651	1.0	0.998328
A4D8X6	Q53GL7	1.0	0.961579
R9UQM6	P46379	1.0	0.869722
Q3KSS3	Q9NSC5	1.0	0.840474
P0DSV7	P49069	1.0	0.389927
P10185	Q16666	1.0	0.998575
P87662	P20226	1.0	0.999005
P30911	Q12959	1.0	0.999877
P17371	P04792	1.0	0.888396
Q1NZ49	P04637	1.0	0.99983
P88990	P56962	1.0	0.995222
P03493	Q15906	1.0	0.041004
Q9WNA9	O95153	1.0	0.000713
P03211	O95271	1.0	0.910883
P03454	P08195	1.0	0.992939
G8HBD9	Q16666	1.0	0.999764
P68323	P15529	1.0	0.271697
Q9QAI4	Q9H4A3	1.0	0.880267
P10201	Q8IZ63	1.0	0.036502
A4URT5	Q9HD26	1.0	0.992209
Q9DUN1	Q93009	1.0	0.998458
P03496	Q96SI9	1.0	0.999718
P88992	Q5VU43	1.0	0.943661
P04512	P56199	1.0	0.999773
P03225	Q9C0F1	1.0	0.751929
P20505	O14733	1.0	0.989409
A1Z0P7	Q9UKJ1	1.0	0.067693
P36801	O43709	1.0	0.021729
P19893	P61956	1.0	0.999824
F8RFA1	Q16666	1.0	0.998696
Q99AU3	P46109	1.0	0.999861
Q20MD4	Q92997	1.0	0.875238
P10227	Q9NRY6	1.0	0.032097
P10230	Q04917	1.0	0.999582
Q6TVW2	P62877	1.0	0.999518
P06459	P07305	1.0	0.205046
P59596	P61769	1.0	0.249892
P03495	Q07812	1.0	0.999858
Q20MH3	Q96SI9	1.0	0.999704
Q9QR69	O00165	1.0	0.940696
Q99152	Q92621	1.0	0.0658
A9QPL9	Q10589	1.0	0.008567
P24935	Q9UI95	1.0	0.91568
P06428	Q13630	1.0	0.304636
A4ZNQ3	Q92966	1.0	0.994189
P11158	P78344	1.0	0.976694
P88981	P27694	1.0	0.99603
Q3KSS4	Q99750	1.0	0.748053
Q77DJ6	P46934	1.0	0.903177
P59637	P68363	1.0	0.997796
P03437	P01903	1.0	0.99823
O57300	P78556	1.0	0.847983
P0DTC5	O95832	1.0	0.009424
Q194T2	P05455	1.0	0.999799
P03086	Q99689	1.0	0.022836
P10210	Q8N9W6	1.0	0.89912
P0DTC4	P20700	1.0	0.966805
P0C6Z6	Q13651	1.0	0.998328
P03139	O75843	1.0	0.99714
Q20MD0	O00505	1.0	0.999667
B4URA9	Q14258	1.0	0.999742
A0A5J6DW60	Q16666	1.0	0.998575
P15240	P00747	1.0	0.104858
P03452	Q01813	1.0	0.917513
P04543	O95786	1.0	0.158921
Q30NB4	Q9H1Y0	1.0	0.999455
B4URE7	Q9H0W5	1.0	0.99518
Q6SWB7	Q9Y4K3	1.0	0.966469
F5H9G3	Q93009	1.0	0.999595
P04862	O15111	1.0	0.969709
Q779E8	Q9UI95	1.0	0.91568
P21698	Q13888	1.0	0.158073
P88937	Q9ULM6	1.0	0.843977
P04291	Q16666	1.0	0.992323
A0A5J6DVX6	P63267	1.0	0.737556
Q1K9G9	Q9NZT1	1.0	0.893955
C8XNX3	Q15477	1.0	0.998674
P08353	Q9UHD2	1.0	0.990172
A0A0B6VKU0	Q9UBQ7	1.0	0.27731
Q05128	Q9Y5L4	1.0	0.880066
Q81871	Q9H6X4	1.0	0.158273
Q1HVF7	Q00987	1.0	0.971469
P06436	Q9UKJ1	1.0	0.063745
F5HIC6	Q14653	1.0	0.875195
Q98131	P21912	1.0	0.998512
K9N4V0	Q15477	1.0	0.045689
Q6VE52	Q9HD26	1.0	0.999929
Q9QJ49	P04637	1.0	0.981712
Q3ZK64	Q13751	1.0	0.999263
Q9ICL0	Q08174	1.0	0.14219
F5HAR0	Q13546	1.0	0.537689
P88986	Q86V48	1.0	0.93807
P04305	P07355	1.0	0.973649
P36313	P62136	1.0	0.999182
B2BUF1	O14646	1.0	0.988414
Q6SWW3	O14818	1.0	0.999558
Q9Q2P1	P63244	1.0	0.99858
B4UPA8	P15311	1.0	0.999779
O41925	P13500	1.0	0.724928
P0DKB0	Q9UQ52	1.0	0.001158
O55527	Q8WUM4	1.0	0.998292
Q76R62	Q93088	1.0	0.990678
P88940	P56537	1.0	0.998493
Q2PJP0	Q8NC69	1.0	0.998164
P52584	P35968	1.0	0.973837
Q6SW29	P06400	1.0	0.992058
P06929	P61803	1.0	0.286191
Q9IBY5	Q9HD26	1.0	0.978691
P0CK47	O15162	1.0	0.985953
Q9WH76	P61221	1.0	0.998875
Q9YKI3	O00410	1.0	0.999474
Q9ICL1	Q12959	1.0	0.965401
P23372	Q05BQ5	1.0	0.001185
O39474	P05455	1.0	0.999903
P06461	Q08431	1.0	0.000786
P88988	Q6UXV4	1.0	0.070692
A3EXD4	Q96RT1	1.0	0.980622
P88959	Q9HA64	1.0	0.124751
F8RE30	Q16666	1.0	0.998826
Q6TVJ1	Q86VP6	1.0	0.998308
Q8JPR0	P20591	1.0	0.307948
Q0A2H0	P78352	1.0	0.999738
R9UMC1	Q5VV52	1.0	0.000388
Q9DLK6	O94986	1.0	0.822968
Q6DP93	Q99759	1.0	0.999934
X5HMX4	O15118	1.0	0.025677
A4GDF4	P42224	1.0	0.999045
I6TAG8	O75525	1.0	0.999497
P03485	Q12800	1.0	0.946718
Q69114	P28799	1.0	0.988295
A0A7S4U3Y4	P61981	1.0	0.999682
B9UPF3	Q9Y5M8	1.0	0.542821
P10211	P0CG48	1.0	0.999732
D3JIT8	Q96DU3	1.0	0.000528
Q76RC6	P42224	1.0	0.999045
Q805P6	P04792	1.0	0.826803
P10234	Q16666	1.0	0.998826
P06930	P25685	1.0	0.998965
P30020	P51610	1.0	0.912284
Q05320	P25815	1.0	0.994788
A0A0C7TUY8	Q9Y6C9	1.0	0.529698
P14357	O75398	1.0	0.008406
P03180	Q13651	1.0	0.998328
A4D8X6	Q53GL7	1.0	0.961579
R9UQM6	P46379	1.0	0.869722
Q3KSS3	Q9NSC5	1.0	0.840474
P0DSV7	P49069	1.0	0.389927
P10185	Q16666	1.0	0.998575
P87662	P20226	1.0	0.999005
P30911	Q12959	1.0	0.999877
P17371	P04792	1.0	0.888396
Q1NZ49	P04637	1.0	0.99983
P88990	P56962	1.0	0.995222
P03493	Q15906	1.0	0.041004
Q9WNA9	O95153	1.0	0.000713
P03211	O95271	1.0	0.910883
P03454	P08195	1.0	0.992939
G8HBD9	Q16666	1.0	0.999764
P68323	P15529	1.0	0.271697
Q9QAI4	Q9H4A3	1.0	0.880267
P10201	Q8IZ63	1.0	0.036502
A4URT5	Q9HD26	1.0	0.992209
Q9DUN1	Q93009	1.0	0.998458
P03496	Q96SI9	1.0	0.999718
P88992	Q5VU43	1.0	0.943661
P04512	P56199	1.0	0.999773
P03225	Q9C0F1	1.0	0.751929
P20505	O14733	1.0	0.989409
A1Z0P7	Q9UKJ1	1.0	0.067693
P36801	O43709	1.0	0.021729
P19893	P61956	1.0	0.999824
F8RFA1	Q16666	1.0	0.998696
Q99AU3	P46109	1.0	0.999861
Q20MD4	Q92997	1.0	0.875238
P10227	Q9NRY6	1.0	0.032097
P10230	Q04917	1.0	0.999582
Q6TVW2	P62877	1.0	0.999518
P06459	P07305	1.0	0.205046
P59596	P61769	1.0	0.249892
P03495	Q07812	1.0	0.999858
Q20MH3	Q96SI9	1.0	0.999704
Q9QR69	O00165	1.0	0.940696
Q99152	Q92621	1.0	0.0658
A9QPL9	Q10589	1.0	0.008567
P24935	Q9UI95	1.0	0.91568
P06428	Q13630	1.0	0.304636
A4ZNQ3	Q92966	1.0	0.994189
P11158	P78344	1.0	0.976694
CAP08171.1	A0A0B4J2D5	0.0	0.000443
NP_570162.1	A0A0B4J2D5	0.0	0.000189
NP_570752.1	A0A0B4J2D5	0.0	0.001496
YP_214059.1	A0A0B4J2D5	0.0	0.000578
YP_010113268.1	A0A0B4J2D5	0.0	0.000133
YP_009703182.1	A0A0B4J2D5	0.0	0.000294
YP_182370.1	A0A0B4J2D5	0.0	0.000476
NP_570287.1	A0A0B4J2D5	0.0	0.000582
YP_010097628.1	A0A0B4J2D5	0.0	0.000516
AFD21954.1	A0A0B4J2D5	0.0	0.000153
YP_009508837.1	A0A0B4J2D5	0.0	0.001213
NP_066828.1	A0A0B4J2D5	0.0	0.000342
AEV55017.1	A0A0B4J2D5	0.0	0.000566
YP_009130677.1	A0A0B4J2D5	0.0	0.000411
YP_182384.1	A0A0B4J2D5	0.0	0.002902
YP_214050.1	A0A0B4J2D5	0.0	0.000222
YP_068345.1	A0A0B4J2D5	0.0	0.001929
YP_010097108.1	A0A0B4J2D5	0.0	0.000285
YP_008492991.1	A0A0B4J2D5	0.0	0.003352
YP_008493006.1	A0A0B4J2D5	0.0	0.002236
YP_005296322.1	A0A0B4J2D5	0.0	0.000282
CAP08162.1	A0A0B4J2D5	0.0	0.000175
YP_009825001.1	A0A0B4J2D5	0.0	0.000158
YP_068298.1	A0A0B4J2D5	0.0	5e-05
YP_009337832.1	A0A0B4J2D5	0.0	0.00034
YP_008145318.1	A0A0B4J2D5	0.0	0.006735
YP_009130676.1	A0A0B4J2D5	0.0	0.001195
YP_009703216.1	A0A0B4J2D5	0.0	8.3e-05
YP_009703126.1	A0A0B4J2D5	0.0	6.7e-05
NP_570309.1	A0A0B4J2D5	0.0	0.000189
YP_068321.1	A0A0B4J2D5	0.0	0.000996
AAD21338.1	A0A0B4J2D5	0.0	0.001496
YP_009252348.1	A0A0B4J2D5	0.0	0.000707
YP_068277.1	A0A0B4J2D5	0.0	0.000162
NP_108653.1	A0A0B4J2D5	0.0	0.004503
YP_005296245.1	A0A0B4J2D5	0.0	0.000542
YP_182408.1	A0A0B4J2D5	0.0	0.000114
YP_004152334.1	A0A0B4J2D5	0.0	0.000264
YP_009703165.1	A0A0B4J2D5	0.0	0.000832
BAA82943.1	A0A0B4J2D5	0.0	0.006063
YP_009252349.1	A0A0B4J2D5	0.0	0.00018
YP_004346953.1	A0A0B4J2D5	0.0	0.000321
YP_009508839.1	A0A0B4J2D5	0.0	0.000903
YP_182366.1	A0A0B4J2D5	0.0	0.006002
YP_209234.1	A0A0B4J2D5	0.0	0.000262
NP_570303.1	A0A0B4J2D5	0.0	0.001536
YP_009344932.1	A0A0B4J2D5	0.0	0.00019
YP_214145.1	A0A0B4J2D5	0.0	3.8e-05
YP_009553208.1	A0A0B4J2D5	0.0	0.000764
CAZ86711.1	A0A0B4J2D5	0.0	0.000259
YP_009703135.1	A0A0B4J2D5	0.0	0.000248
AEV55062.1	A0A0B4J2D5	0.0	0.000241
YP_068196.1	A0A0B4J2D5	0.0	9.9e-05
CAP08178.1	A0A0B4J2D5	0.0	0.000535
AAD21339.1	A0A0B4J2D5	0.0	0.003478
YP_001285932.1	A0A0B4J2D5	0.0	0.000455
YP_009703141.1	A0A0B4J2D5	0.0	7.3e-05
YP_009703150.1	A0A0B4J2D5	0.0	0.000159
CAP08148.1	A0A0B4J2D5	0.0	0.000183
YP_009094036.1	A0A0B4J2D5	0.0	9.6e-05
NP_595041.1	A0A0B4J2D5	0.0	9.5e-05
YP_009010979.1	A0A0B4J2D5	0.0	0.000623
YP_006390081.1	A0A0B4J2D5	0.0	0.000602
BAA82917.1	A0A0B4J2D5	0.0	0.000752
YP_214076.1	A0A0B4J2D5	0.0	9.1e-05
YP_001033976.1	A0A0B4J2D5	0.0	0.000199
NP_066830.1	A0A0B4J2D5	0.0	0.000402
YP_009252354.1	A0A0B4J2D5	0.0	0.001703
YP_009508492.1	A0A0B4J2D5	0.0	0.002026
YP_009667036.1	A0A0B4J2D5	0.0	0.000124
YP_214038.1	A0A0B4J2D5	0.0	0.000918
AFV77573.1	A0A0B4J2D5	0.0	1.3e-05
YP_010097624.1	A0A0B4J2D5	0.0	0.000154
YP_008145314.1	A0A0B4J2D5	0.0	0.013361
YP_009703122.1	A0A0B4J2D5	0.0	8.4e-05
AAC64687.1	A0A0B4J2D5	0.0	0.000251
YP_010113272.1	A0A0B4J2D5	0.0	7.3e-05
CAP08117.1	A0A0B4J2D5	0.0	0.001716
YP_006331066.1	A0A0B4J2D5	0.0	1.8e-05
NP_044212.1	A0A0B4J2D5	0.0	0.000314
YP_009252270.1	A0A0B4J2D5	0.0	0.000154
YP_009344867.1	A0A0B4J2D5	0.0	0.000575
YP_214164.1	A0A0B4J2D5	0.0	5.3e-05
YP_007974229.1	A0A0B4J2D5	0.0	9.2e-05
AAD21408.1	A0A0B4J2D5	0.0	0.002955
YP_010097085.1	A0A0B4J2D5	0.0	4.9e-05
YP_009094043.1	A0A0B4J2D5	0.0	0.00797
NP_570822.1	A0A0B4J2D5	0.0	0.002955
YP_068126.1	A0A0B4J2D5	0.0	5.9e-05
CAZ86702.1	A0A0B4J2D5	0.0	4.6e-05
YP_010113366.1	A0A0B4J2D5	0.0	0.000817
AEV55065.1	A0A0B4J2D5	0.0	0.000662
CAP08123.1	A0A0B4J2D5	0.0	0.002404
YP_009252241.1	A0A0B4J2D5	0.0	9.9e-05
YP_010097659.1	A0A0B4J2D5	0.0	0.000174
YP_010097074.1	A0A0B4J2D5	0.0	0.000206
YP_009408614.1	A0A0B4J2D5	0.0	0.000587
YP_010113390.1	A0A0B4J2D5	0.0	0.000293
YP_003896055.1	A0A0B4J2D5	0.0	8.6e-05
YP_067942.1	A0A0B4J2D5	0.0	0.051461
CAP08168.1	A0A0B4J2D5	0.0	0.001077
YP_009252352.1	A0A0B4J2D5	0.0	0.000141
YP_004346944.1	A0A0B4J2D5	0.0	0.000225
YP_009552100.1	A0A0B4J2D5	0.0	0.000164
YP_009703160.1	A0A0B4J2D5	0.0	0.000233
YP_009344837.1	A0A0B4J2D5	0.0	8.7e-05
YP_005296347.1	A0A0B4J2D5	0.0	0.000265
YP_009344828.1	A0A0B4J2D5	0.0	0.000149
CAP08071.1	A0A0B4J2D5	0.0	0.002249
YP_010113259.1	A0A0B4J2D5	0.0	0.000329
NP_570821.1	A0A0B4J2D5	0.0	0.024444
AEV55037.1	A0A0B4J2D5	0.0	4.4e-05
YP_004123757.1	A0A0B4J2D5	0.0	0.00029
AAD21353.1	A0A0B4J2D5	0.0	0.001213
YP_009703137.1	A0A0B4J2D5	0.0	0.001071
YP_010097093.1	A0A0B4J2D5	0.0	0.000206
YP_010113273.1	A0A0B4J2D5	0.0	8e-05
YP_009030025.1	A0A0B4J2D5	0.0	0.000468
YP_009551990.1	A0A0B4J2D5	0.0	7.8e-05
AEV54979.1	A0A0B4J2D5	0.0	0.000181
YP_004346948.1	A0A0B4J2D5	0.0	3.8e-05
CAP08115.1	A0A0B4J2D5	0.0	0.000294
NP_058428.1	A0A0B4J2D5	0.0	0.001555
YP_182400.1	A0A0B4J2D5	0.0	0.000901
YP_214077.1	A0A0B4J2D5	0.0	0.00041
YP_068266.1	A0A0B4J2D5	0.0	0.000426
YP_009344950.1	A0A0B4J2D5	0.0	0.000257
AFD21933.1	A0A0B4J2D5	0.0	0.002148
ACA24943.1	A0A0B4J2D5	0.0	0.000267
YP_010097674.1	A0A0B4J2D5	0.0	0.003047
YP_009344912.1	A0A0B4J2D5	0.0	0.000987
YP_010113332.1	A0A0B4J2D5	0.0	0.0004
